mep_identifier,mep_honorific_prefix,mep_given_name,mep_family_name,mep_official_given_name,mep_official_family_name,country,political_group,political_group_abb,national_political_group,mep_gender,mep_citizenship,mep_place_of_birth,mep_birthday,mep_death_date,age,mep_image,mep_email,mep_homepage,mep_twitter,mep_facebook_page,mep_facebook_profile,mep_instagram,mep_URI
96740,Mr,Yannick,Jadot,,,France,Group of the Greens/European Free Alliance,Greens-EFA,Europe Écologie,male,France,Clacy et Thierret,7/27/1967 1:00,,55,https://www.europarl.europa.eu/mepphoto/96740.jpg,yannick.jadot@europarl.europa.eu,http://www.yannickjadot.fr/,https://twitter.com/yjadot,https://www.facebook.com/yannick.jadot,,,https://data.europarl.europa.eu/person/96740
197512,Mr,Benoît,Biteau,,,France,Group of the Greens/European Free Alliance,Greens-EFA,Europe Écologie,male,France,Royan,7/4/1967 1:00,,55,https://www.europarl.europa.eu/mepphoto/197512.jpg,benoit.biteau@europarl.europa.eu; benoit.biteau@orange.fr,,https://twitter.com/benoitbiteau,,https://fr-fr.facebook.com/benoit.biteau.9,,https://data.europarl.europa.eu/person/197512
197574,Mr,Damien,Carême,,,France,Group of the Greens/European Free Alliance,Greens-EFA,Europe Écologie,male,France,Joeuf,11/16/1960 1:00,,62,https://www.europarl.europa.eu/mepphoto/197574.jpg,damien.careme@europarl.europa.eu,http://damiencareme.fr,https://twitter.com/damiencareme,,,,https://data.europarl.europa.eu/person/197574
204420,Mr,Claude,Gruffat,,,France,Group of the Greens/European Free Alliance,Greens-EFA,Europe Écologie,male,France,Rumilly,9/13/1957 1:00,,65,https://www.europarl.europa.eu/mepphoto/204420.jpg,claude.gruffat@europarl.europa.eu,,,,,,https://data.europarl.europa.eu/person/204420
96743,Ms,Michèle,Rivasi,,,France,Group of the Greens/European Free Alliance,Greens-EFA,Europe Écologie,female,France,Montélimar,9/2/1953 1:00,,69,https://www.europarl.europa.eu/mepphoto/96743.jpg,michele.rivasi@europarl.europa.eu,https://www.michele-rivasi.eu/,https://twitter.com/michelerivasi?s=11&t=xGwG4_ECyp8O4_ladYlR-g,https://www.facebook.com/michele.rivasi.1,,https://www.instagram.com/michelerivasi/,https://data.europarl.europa.eu/person/96743
96750,Mr,François,Alfonsi,,,France,Group of the Greens/European Free Alliance,Greens-EFA,Régions et Peuples Solidaires,male,France,Ajaccio,9/14/1953 1:00,,69,https://www.europarl.europa.eu/mepphoto/96750.jpg,francois.alfonsi@europarl.europa.eu,,,,,,https://data.europarl.europa.eu/person/96750
197694,Mr,Raphaël,Glucksmann,,,France,Group of the Progressive Alliance of Socialists and Democrats in the  European Parliament,S&D,Place publique,male,France,Boulogne-Billancourt,10/15/1979 1:00,,43,https://www.europarl.europa.eu/mepphoto/197694.jpg,raphael.glucksmann@europarl.europa.eu,,https://twitter.com/rglucks1,,https://www.facebook.com/raphael.glucksmann,https://www.instagram.com/raphaelglucksmann/,https://data.europarl.europa.eu/person/197694
197697,Ms,Aurore,Lalucq,,,France,Group of the Progressive Alliance of Socialists and Democrats in the  European Parliament,S&D,Place publique,female,France,Longjumeau,4/17/1979 0:00,,44,https://www.europarl.europa.eu/mepphoto/197697.jpg,aurore.lalucq@europarl.europa.eu,https://aurore-lalucq.eu,https://twitter.com/AuroreLalucq,https://www.facebook.com/aurore.lalucq,,https://www.instagram.com/aurore.lalucq/,https://data.europarl.europa.eu/person/197697
204418,Ms,Nora,Mebarek,,,France,Group of the Progressive Alliance of Socialists and Democrats in the  European Parliament,S&D,Parti socialiste,female,France,Port-Saint-Louis-du-Rhône,7/22/1972 1:00,,50,https://www.europarl.europa.eu/mepphoto/204418.jpg,nora.mebarek@europarl.europa.eu,,,,,,https://data.europarl.europa.eu/person/204418
245018,Mr,Christophe,Clergeau,,,France,Group of the Progressive Alliance of Socialists and Democrats in the  European Parliament,S&D,Parti socialiste,male,France,Nantes,1/9/1968 1:00,,55,https://www.europarl.europa.eu/mepphoto/245018.jpg,christophe.clergeau@europarl.europa.eu,,https://twitter.com/clergeau,https://www.facebook.com/clergeau,,,https://data.europarl.europa.eu/person/245018
197698,Mr,Pierre,Larrouturou,,,France,Group of the Progressive Alliance of Socialists and Democrats in the  European Parliament,S&D,Nouvelle Donne,male,France,Périgueux,10/19/1964 1:00,,58,https://www.europarl.europa.eu/mepphoto/197698.jpg,pierre.larrouturou@europarl.europa.eu,http://www.pierre-larrouturou.eu/,https://twitter.com/larrouturou,https://www.facebook.com/larrouturoupierre/,,https://www.instagram.com/pierre.larrouturou/,https://data.europarl.europa.eu/person/197698
96952,Ms,Sylvie,Guillaume,,,France,Group of the Progressive Alliance of Socialists and Democrats in the  European Parliament,S&D,Parti socialiste,female,France,Antony,11/6/1962 1:00,,60,https://www.europarl.europa.eu/mepphoto/96952.jpg,sylvie.guillaume@europarl.europa.eu,,,,,,https://data.europarl.europa.eu/person/96952
124693,Mr,Pascal,Durand,,,France,Group of the Progressive Alliance of Socialists and Democrats in the  European Parliament,S&D,Liste Renaissance,male,France,Montreuil-Sous-Bois,3/10/1960 1:00,,63,https://www.europarl.europa.eu/mepphoto/124693.jpg,pascal.durand@europarl.europa.eu,,,,,,https://data.europarl.europa.eu/person/124693
131580,Mr,Jordan,Bardella,,,France,Identity and Democracy Group,ID,Rassemblement national,male,France,Drancy,9/13/1995 0:00,,27,https://www.europarl.europa.eu/mepphoto/131580.jpg,jordan.bardella@europarl.europa.eu,https://www.jordan-bardella.fr/,https://twitter.com/J_Bardella,,https://www.facebook.com/JordanBardella/,https://www.instagram.com/jordanbardella/,https://data.europarl.europa.eu/person/131580
236050,Ms,Marie,Dauchy,,,France,Identity and Democracy Group,ID,Rassemblement national,female,France,Calais,5/2/1987 1:00,,36,https://www.europarl.europa.eu/mepphoto/236050.jpg,marie.dauchy@europarl.europa.eu,,,,,,https://data.europarl.europa.eu/person/236050
197691,Ms,Mathilde,Androuët,,,France,Identity and Democracy Group,ID,Rassemblement national,female,France,Rueil Malmaison,3/7/1984 0:00,,39,https://www.europarl.europa.eu/mepphoto/197691.jpg,mathilde.androuet@europarl.europa.eu,,,https://www.facebook.com/elsa.vassent,,,https://data.europarl.europa.eu/person/197691
197680,Ms,Aurélia,Beigneux,,,France,Identity and Democracy Group,ID,Rassemblement national,female,France,,2/6/1980 0:00,,43,https://www.europarl.europa.eu/mepphoto/197680.jpg,aurelia.beigneux@europarl.europa.eu,,https://twitter.com/aureliabeigneux,https://www.facebook.com/abeigneux/,,https://www.instagram.com/aurelia_beigneux/,https://data.europarl.europa.eu/person/197680
197627,Ms,Virginie,Joron,,,France,Identity and Democracy Group,ID,Rassemblement national,female,France,Troyes,11/12/1973 1:00,,49,https://www.europarl.europa.eu/mepphoto/197627.jpg,virginie.joron@europarl.europa.eu,,https://twitter.com/v_joron,https://www.facebook.com/virginiejoronfn/,https://www.facebook.com/virginie.joron67,,https://data.europarl.europa.eu/person/197627
94649,Ms,Catherine,Griset,,,France,Identity and Democracy Group,ID,Rassemblement national,female,France,,8/20/1972 1:00,,50,https://www.europarl.europa.eu/mepphoto/94649.jpg,catherine.griset@europarl.europa.eu,,https://twitter.com/GrisetCatherine,https://www.facebook.com/CatherineGriset.RN/,,,https://data.europarl.europa.eu/person/94649
204421,Mr,Jean-Lin,Lacapelle,,,France,Identity and Democracy Group,ID,Rassemblement national,male,France,Lyon,4/17/1967 1:00,,56,https://www.europarl.europa.eu/mepphoto/204421.jpg,jean-lin.lacapelle@europarl.europa.eu,https://jeanlinlacapelle.fr/,https://twitter.com/jllacapelle,https://www.facebook.com/jeanlin.lacapelle,,,https://data.europarl.europa.eu/person/204421
236052,Ms,Patricia,Chagnon,,,France,Identity and Democracy Group,ID,Rassemblement national,female,France,Eindhoven,11/20/1963 1:00,,59,https://www.europarl.europa.eu/mepphoto/236052.jpg,patricia.chagnon@europarl.europa.eu,,,,,,https://data.europarl.europa.eu/person/236052
197687,Mr,Philippe,Olivier,,,France,Identity and Democracy Group,ID,Rassemblement national,male,France,Juvisy sur Orge,8/30/1961 1:00,,61,https://www.europarl.europa.eu/mepphoto/197687.jpg,philippe.olivier@europarl.europa.eu,,,,,,https://data.europarl.europa.eu/person/197687
197690,Mr,André,Rougé,,,France,Identity and Democracy Group,ID,Rassemblement national,male,France,Paris,12/23/1961 1:00,,61,https://www.europarl.europa.eu/mepphoto/197690.jpg,andre.rouge@europarl.europa.eu,,https://twitter.com/AndreRougeOff,,,,https://data.europarl.europa.eu/person/197690
189065,Ms,France,Jamet,,,France,Identity and Democracy Group,ID,Rassemblement national,female,France,Paris,5/2/1961 1:00,,62,https://www.europarl.europa.eu/mepphoto/189065.jpg,france.jamet@europarl.europa.eu,https://francejamet.com/,https://twitter.com/francejamet,https://www.facebook.com/JametFrance/,,,https://data.europarl.europa.eu/person/189065
124738,Mr,Gilles,Lebreton,,,France,Identity and Democracy Group,ID,Rassemblement national,male,France,Brest,11/10/1958 1:00,,64,https://www.europarl.europa.eu/mepphoto/124738.jpg,gilles.lebreton@europarl.europa.eu,,https://twitter.com/gilles_lebreton?lang=en,https://fr-fr.facebook.com/gilleslebreton.fn/,,,https://data.europarl.europa.eu/person/124738
197623,Mr,Thierry,Mariani,,,France,Identity and Democracy Group,ID,Rassemblement national,male,France,Orange,8/8/1958 1:00,,64,https://www.europarl.europa.eu/mepphoto/197623.jpg,thierry.mariani@europarl.europa.eu,http://www.thierrymariani.com/,,,,,https://data.europarl.europa.eu/person/197623
124770,Mr,Jean-François,Jalkh,,,France,Identity and Democracy Group,ID,Rassemblement national,male,France,Tournan-en-Brie,5/23/1957 1:00,,66,https://www.europarl.europa.eu/mepphoto/124770.jpg,jean-francois.jalkh@europarl.europa.eu,,https://twitter.com/JFJalkh,https://www.facebook.com/jfjalkh/,,,https://data.europarl.europa.eu/person/124770
182995,Ms,Annika,Bruna,,,France,Identity and Democracy Group,ID,Rassemblement national,female,France,Versailles,11/26/1956 1:00,,66,https://www.europarl.europa.eu/mepphoto/182995.jpg,annika.bruna@europarl.europa.eu,https://www.annikabruna.eu/,https://twitter.com/annikabrunaue,https://www.facebook.com/annikabrunaUE,,,https://data.europarl.europa.eu/person/182995
197628,Mr,Jean-Paul,Garraud,,,France,Identity and Democracy Group,ID,Rassemblement national,male,France,Toulouse,2/27/1956 1:00,,67,https://www.europarl.europa.eu/mepphoto/197628.jpg,jean-paul.garraud@europarl.europa.eu,,,,,,https://data.europarl.europa.eu/person/197628
236051,Mr,Eric,Minardi,,,France,Identity and Democracy Group,ID,Rassemblement national,male,France,Toulon,3/18/1956 1:00,,67,https://www.europarl.europa.eu/mepphoto/236051.jpg,eric.minardi@europarl.europa.eu,,,https://www.facebook.com/people/Eric-Minardi/100063880997375/,,,https://data.europarl.europa.eu/person/236051
124771,Ms,Dominique,Bilde,,,France,Identity and Democracy Group,ID,Rassemblement national,female,France,Nancy,1/8/1953 1:00,,70,https://www.europarl.europa.eu/mepphoto/124771.jpg,dominique.bilde@europarl.europa.eu,http://dominiquebilde.eu,https://twitter.com/dominiquebilde,https://www.facebook.com/dominiquebilde,,,https://data.europarl.europa.eu/person/124771
124760,Mr,Nicolas,Bay,,,France,Non-attached Members,NI,Reconquête!,male,France,Saint-Germain-en-Laye,12/21/1977 1:00,,45,https://www.europarl.europa.eu/mepphoto/124760.jpg,nicolas.bay@europarl.europa.eu,,https://twitter.com/NicolasBay_,,https://www.facebook.com/NicolasBayFN/,,https://data.europarl.europa.eu/person/124760
197629,Ms,Maxette,Pirbakas,,,France,Non-attached Members,NI,Indépendant,female,France,Pointe-à-Pitre,4/14/1975 1:00,,48,https://www.europarl.europa.eu/mepphoto/197629.jpg,maxette.pirbakas@europarl.europa.eu,,https://twitter.com/MaxettePirbakas,,https://www.facebook.com/PirbakasMaxette,,https://data.europarl.europa.eu/person/197629
197615,Mr,Jérôme,Rivière,,,France,Non-attached Members,NI,Indépendant,male,France,SURESNES,8/7/1964 1:00,,58,https://www.europarl.europa.eu/mepphoto/197615.jpg,jerome.riviere@europarl.europa.eu,,https://twitter.com/jerome_riviere,,,,https://data.europarl.europa.eu/person/197615
197626,Mr,Herve,Juvin,,,France,Non-attached Members,NI,Rassemblement national,male,France,MALESTROIT,1/29/1956 1:00,,67,https://www.europarl.europa.eu/mepphoto/197626.jpg,herve.juvin@europarl.europa.eu,,,,,,https://data.europarl.europa.eu/person/197626
197683,Mr,Gilbert,Collard,,,France,Non-attached Members,NI,Reconquête!,male,France,Marseille,3/2/1948 1:00,,75,https://www.europarl.europa.eu/mepphoto/197683.jpg,gilbert.collard@europarl.europa.eu,,https://twitter.com/GilbertCollard,https://fr-fr.facebook.com/collard.officiel/,,https://www.instagram.com/gilbert_collard/,https://data.europarl.europa.eu/person/197683
135511,Ms,Valérie,Hayer,,,France,Renew Europe Group,Renew,Renaissance,female,France,Château-Gontier,6/4/1986 0:00,,37,https://www.europarl.europa.eu/mepphoto/135511.jpg,valerie.hayer@europarl.europa.eu,,https://twitter.com/valeriehayer,,,,https://data.europarl.europa.eu/person/135511
197508,Mr,Stéphane,Séjourné,,,France,Renew Europe Group,Renew,La République en marche,male,France,Versailles,3/26/1985 1:00,,38,https://www.europarl.europa.eu/mepphoto/197508.jpg,stephane.sejourne@europarl.europa.eu,,https://twitter.com/steph_sejourne,https://www.facebook.com/StephSejourne/,,,https://data.europarl.europa.eu/person/197508
197504,Mr,Jérémy,Decerle,,,France,Renew Europe Group,Renew,Liste L'Europe Ensemble,male,France,Saint-Remy,1/7/1984 0:00,,39,https://www.europarl.europa.eu/mepphoto/197504.jpg,jeremy.decerle@europarl.europa.eu,,https://twitter.com/JDecerle,,,,https://data.europarl.europa.eu/person/197504
197502,Ms,Marie-Pierre,Vedrenne,,,France,Renew Europe Group,Renew,Mouvement Démocrate,female,France,,12/13/1982 1:00,,40,https://www.europarl.europa.eu/mepphoto/197502.jpg,marie-pierre.vedrenne@europarl.europa.eu,https://mp-vedrenne.eu/,https://twitter.com/mariepierrev,https://www.facebook.com/MariePierre.Vedrenne,,,https://data.europarl.europa.eu/person/197502
197585,Mr,Pierre,Karleskind,,,France,Renew Europe Group,Renew,La République en marche,male,France,Melun,10/19/1979 1:00,,43,https://www.europarl.europa.eu/mepphoto/197585.jpg,pierre.karleskind@europarl.europa.eu,,https://twitter.com/Pierre_Ka,https://www.facebook.com/pierrekarleskindMEP/,,https://www.instagram.com/pierre_karleskind/,https://data.europarl.europa.eu/person/197585
96711,Mr,Pascal,Canfin,,,France,Renew Europe Group,Renew,Liste Renaissance,male,France,Arras,8/22/1974 1:00,,48,https://www.europarl.europa.eu/mepphoto/96711.jpg,pascal.canfin@europarl.europa.eu,,https://twitter.com/pcanfin?lang=en,https://www.facebook.com/pascal.canfin.7/,,,https://data.europarl.europa.eu/person/96711
197581,Ms,Stéphanie,Yon-Courtin,,,France,Renew Europe Group,Renew,Liste Renaissance,female,France,Coutances,3/28/1974 1:00,,49,https://www.europarl.europa.eu/mepphoto/197581.jpg,stephanie.yon@europarl.europa.eu,,https://twitter.com/s_yoncourtin,https://www.facebook.com/StephanieYonCourtin/,,,https://data.europarl.europa.eu/person/197581
204416,Ms,Ilana,Cicurel,,,France,Renew Europe Group,Renew,Liste Renaissance,female,France,Paris,8/2/1972 1:00,,50,https://www.europarl.europa.eu/mepphoto/204416.jpg,ilana.cicurel@europarl.europa.eu,https://ilanacicurel.eu/,https://twitter.com/ilanacicurelrem,,,,https://data.europarl.europa.eu/person/204416
197511,Ms,Salima,Yenbou,,,France,Renew Europe Group,Renew,Renaissance,female,France,Aubervilliers,3/14/1971 1:00,,52,https://www.europarl.europa.eu/mepphoto/197511.jpg,salima.yenbou@europarl.europa.eu,,https://twitter.com/salima_yenbou,https://www.facebook.com/YenbouSalima,,https://www.instagram.com/salimayenbou/,https://data.europarl.europa.eu/person/197511
197551,Mr,Stéphane,Bijoux,,,France,Renew Europe Group,Renew,La République en marche,male,France,Saint-Denis (Reunion),8/10/1970 1:00,,52,https://www.europarl.europa.eu/mepphoto/197551.jpg,stephane.bijoux@europarl.europa.eu,,https://twitter.com/StephaneBIJOUX,https://www.facebook.com/BijouxStephane,,https://www.instagram.com/stephane_bijoux_eu/,https://data.europarl.europa.eu/person/197551
197577,Mr,Gilles,Boyer,,,France,Renew Europe Group,Renew,Horizons,male,France,Paris,4/7/1971 1:00,,52,https://www.europarl.europa.eu/mepphoto/197577.jpg,gilles.boyer@europarl.europa.eu,,https://twitter.com/gillesboyer,,,,https://data.europarl.europa.eu/person/197577
197547,Ms,Irène,Tolleret,,,France,Renew Europe Group,Renew,Liste Renaissance,female,France,Béziers,8/17/1967 1:00,,55,https://www.europarl.europa.eu/mepphoto/197547.jpg,irene.tolleret@europarl.europa.eu,,,,,,https://data.europarl.europa.eu/person/197547
204419,Mr,Sandro,Gozi,,,France,Renew Europe Group,Renew,Liste Renaissance,male,Italy,Sogliano al Rubicone,3/25/1968 1:00,,55,https://www.europarl.europa.eu/mepphoto/204419.jpg,sandro.gozi@europarl.europa.eu,,,https://www.facebook.com/sandrogoziufficiale/,,,https://data.europarl.europa.eu/person/204419
197589,Ms,Laurence,Farreng,,,France,Renew Europe Group,Renew,Mouvement Démocrate,female,France,Nimes,6/9/1966 1:00,,57,https://www.europarl.europa.eu/mepphoto/197589.jpg,laurence.farreng@europarl.europa.eu,,https://twitter.com/laurencefarreng,,,,https://data.europarl.europa.eu/person/197589
197557,Mr,Christophe,Grudler,,,France,Renew Europe Group,Renew,Mouvement Démocrate,male,France,BELFORT,9/4/1965 1:00,,57,https://www.europarl.europa.eu/mepphoto/197557.jpg,christophe.grudler@europarl.europa.eu,https://christophegrudler.eu/,https://twitter.com/grudlerch,https://www.facebook.com/GrudlerCh/,,https://www.instagram.com/grudlerch/,https://data.europarl.europa.eu/person/197557
197494,Ms,Nathalie,Loiseau,,,France,Renew Europe Group,Renew,Liste Renaissance,female,France,Neuilly-sur-Seine,1/6/1964 1:00,,59,https://www.europarl.europa.eu/mepphoto/197494.jpg,Nathalie.Loiseau@europarl.europa.eu; nathalie.loiseau@europarl.europa.eu,,,,,,https://data.europarl.europa.eu/person/197494
197505,Ms,Catherine,Chabaud,,,France,Renew Europe Group,Renew,Mouvement Démocrate,female,France,Bron,11/29/1962 1:00,,60,https://www.europarl.europa.eu/mepphoto/197505.jpg,catherine.chabaud@europarl.europa.eu,http://www.catherinechabaud.fr/,https://twitter.com/CathChabaud,,https://www.facebook.com/catherine.chabaud,https://www.instagram.com/cathchab56/,https://data.europarl.europa.eu/person/197505
234344,Mr,Max,Orville,,,France,Renew Europe Group,Renew,Mouvement Démocrate,male,France,Dabou,6/19/1962 1:00,,60,https://www.europarl.europa.eu/mepphoto/234344.jpg,max.orville@europarl.europa.eu,,https://twitter.com/max_orville,,,,https://data.europarl.europa.eu/person/234344
22858,Ms,Fabienne,Keller,,,France,Renew Europe Group,Renew,Agir - La Droite constructive,female,France,Sélestat,10/20/1959 1:00,,63,https://www.europarl.europa.eu/mepphoto/22858.jpg,fabienne.keller@europarl.europa.eu,,https://twitter.com/fabienne_keller,https://www.facebook.com/KellerFabienne,,,https://data.europarl.europa.eu/person/22858
197576,Ms,Sylvie,Brunet,,,France,Renew Europe Group,Renew,Mouvement Démocrate,female,France,Versailles,12/3/1959 1:00,,63,https://www.europarl.europa.eu/mepphoto/197576.jpg,sylvie.brunet@europarl.europa.eu,,https://twitter.com/syl_brunet,,,,https://data.europarl.europa.eu/person/197576
197593,Ms,Véronique,Trillet-Lenoir,,,France,Renew Europe Group,Renew,Liste Renaissance,female,France,Lyon,12/6/1957 1:00,,65,https://www.europarl.europa.eu/mepphoto/197593.jpg,veronique.trillet-lenoir@europarl.europa.eu,,,,,,https://data.europarl.europa.eu/person/197593
197543,Mr,Bernard,Guetta,,,France,Renew Europe Group,Renew,Liste Renaissance,male,France,Boulogne-Billancourt,1/28/1951 1:00,,72,https://www.europarl.europa.eu/mepphoto/197543.jpg,bernard.guetta@europarl.europa.eu,http://www.bernard-guetta.eu,https://twitter.com/guetta_en,,,,https://data.europarl.europa.eu/person/197543
96885,Mr,Dominique,Riquet,,,France,Renew Europe Group,Renew,Mouvement Radical Social-Libéral,male,France,Valenciennes,9/18/1946 0:00,,76,https://www.europarl.europa.eu/mepphoto/96885.jpg,dominique.riquet@europarl.europa.eu,http://driquet.com/,https://twitter.com/DominiqueRiquet,https://www.facebook.com/d.riquet/,,https://www.instagram.com/dominiqueriquet/,https://data.europarl.europa.eu/person/96885
197533,Ms,Manon,Aubry,,,France,The Left group in the European Parliament - GUE/NGL,GUE/NGL,La France Insoumise,female,France,Frejus,12/22/1989 1:00,,33,https://www.europarl.europa.eu/mepphoto/197533.jpg,manon.aubry@europarl.europa.eu,,https://twitter.com/manonaubryfr,https://www.facebook.com/ManonAubryFR,,https://www.instagram.com/manonaubryfr,https://data.europarl.europa.eu/person/197533
236053,Ms,Marina,Mesure,,,France,The Left group in the European Parliament - GUE/NGL,GUE/NGL,La France Insoumise,female,France,Marseille,12/7/1989 0:00,,33,https://www.europarl.europa.eu/mepphoto/236053.jpg,marina.mesure@ep.europa.eu; marina.mesure@europarl.europa.eu,,,,,,https://data.europarl.europa.eu/person/236053
197529,Ms,Leila,Chaibi,,,France,The Left group in the European Parliament - GUE/NGL,GUE/NGL,La France Insoumise,female,France,Dijon,5/10/1982 1:00,,41,https://www.europarl.europa.eu/mepphoto/197529.jpg,leila.chaibi@europarl.europa.eu,,https://twitter.com/leilachaibi,,,,https://data.europarl.europa.eu/person/197529
197527,Ms,Anne-Sophie,Pelletier,,,France,The Left group in the European Parliament - GUE/NGL,GUE/NGL,La France Insoumise,female,France,Besançon,5/2/1976 1:00,,47,https://www.europarl.europa.eu/mepphoto/197527.jpg,anne-sophie.pelletier@europarl.europa.eu,,,,,,https://data.europarl.europa.eu/person/197527
24505,Mr,Emmanuel,Maurel,,,France,The Left group in the European Parliament - GUE/NGL,GUE/NGL,Gauche républicaine et socialiste,male,France,Epinay sur Seine,10/5/1973 1:00,,49,https://www.europarl.europa.eu/mepphoto/24505.jpg,emmanuel.maurel@europarl.europa.eu,http://emmanuelmaurel.eu,https://twitter.com/emmanuelmaurel,https://www.facebook.com/emmanuelmaurel/,,,https://data.europarl.europa.eu/person/24505
30482,Mr,Younous,Omarjee,,,France,The Left group in the European Parliament - GUE/NGL,GUE/NGL,La France Insoumise,male,France,Saint-Denis (Réunion),9/30/1969 1:00,,53,https://www.europarl.europa.eu/mepphoto/30482.jpg,younous.omarjee@europarl.europa.eu,,https://twitter.com/younousomarjee,https://www.facebook.com/pages/category/politician/Younous-Omarjee-2310917338926472,https://www.facebook.com/younous.omarjee,https://www.instagram.com/younousomarjee,https://data.europarl.europa.eu/person/30482
197478,Mr,Lars Patrick,Berg,,,Germany,European Conservatives and Reformists Group,ECR,Bündnis Deutschland,male,Germany,Frankfurt/Main,1/22/1966 1:00,,57,https://www.europarl.europa.eu/mepphoto/197478.jpg,larspatrick.berg@europarl.europa.eu,https://larspatrickberg.de/,https://twitter.com/L_P_Berg,https://www.facebook.com/larspatrickberg/,,,https://data.europarl.europa.eu/person/197478
197473,Mr,Christian,Doleschal,,,Germany,Group of the European People's Party (Christian Democrats),EPP,Christlich-Soziale Union in Bayern e.V.,male,Germany,Kemnath,4/27/1988 0:00,,35,https://www.europarl.europa.eu/mepphoto/197473.jpg,europa@christian-doleschal.de; christian.doleschal@europarl.europa.eu,http://christian-doleschal.de/,https://twitter.com/doleschal,https://www.facebook.com/doleschalchristian/,,https://www.instagram.com/herr_dole/,https://data.europarl.europa.eu/person/197473
99945,Ms,Lena,Düpont,,,Germany,Group of the European People's Party (Christian Democrats),EPP,Christlich Demokratische Union Deutschlands,female,Germany,Dortmund,4/30/1986 0:00,,37,https://www.europarl.europa.eu/mepphoto/99945.jpg,lena.duepont@europarl.europa.eu,https://www.lena-duepont.eu/,https://twitter.com/lenaduepontmdep,https://www.facebook.com/lenaduepont.eu/,,https://www.instagram.com/lenaduepont/?hl=de,https://data.europarl.europa.eu/person/99945
226260,Ms,Karolin,Braunsberger-Reinhold,,,Germany,Group of the European People's Party (Christian Democrats),EPP,Christlich Demokratische Union Deutschlands,female,Germany,Wolfen,3/11/1986 1:00,,37,https://www.europarl.europa.eu/mepphoto/226260.jpg,karolin.braunsberger-reinhold@europarl.europa.eu; karolin.braunsberger@europarl.europa.eu,,https://twitter.com/kbr_europa,https://www.facebook.com/karolinreinhold.st/,,https://www.instagram.com/karolinbraunsbergerreinhold/?hl=de,https://data.europarl.europa.eu/person/226260
188945,Mr,Dennis,Radtke,,,Germany,Group of the European People's Party (Christian Democrats),EPP,Christlich Demokratische Union Deutschlands,male,Germany,Bochum,4/29/1979 0:00,,44,https://www.europarl.europa.eu/mepphoto/188945.jpg,dennis.radtke@europarl.europa.eu,http://www.dennis-radtke.eu,https://twitter.com/RadtkeMdEP,https://www.facebook.com/DennisRadtkeMdEP/,,https://www.instagram.com/dennisradtkemdep/,https://data.europarl.europa.eu/person/188945
197426,Mr,Sven,Simon,,,Germany,Group of the European People's Party (Christian Democrats),EPP,Christlich Demokratische Union Deutschlands,male,Germany,Lahn-Wetzlar,9/10/1978 1:00,,44,https://www.europarl.europa.eu/mepphoto/197426.jpg,sven.simon@europarl.europa.eu,http://www.sven-simon.eu,https://twitter.com/svensimon,https://www.facebook.com/simonMEP,,https://www.instagram.com/simonmep/,https://data.europarl.europa.eu/person/197426
124808,Mr,Norbert,Lins,,,Germany,Group of the European People's Party (Christian Democrats),EPP,Christlich Demokratische Union Deutschlands,male,Germany,Ravensburg,12/22/1977 1:00,,45,https://www.europarl.europa.eu/mepphoto/124808.jpg,norbert.lins@europarl.europa.eu,http://www.norbert-lins.de/,https://twitter.com/linsnorbert/,https://www.facebook.com/Norbert.Lins.EU,,https://www.instagram.com/norbertlins.mdep/,https://data.europarl.europa.eu/person/124808
28219,Mr,Daniel,Caspary,,,Germany,Group of the European People's Party (Christian Democrats),EPP,Christlich Demokratische Union Deutschlands,male,Germany,Karlsruhe,4/4/1976 1:00,,47,https://www.europarl.europa.eu/mepphoto/28219.jpg,daniel.caspary@europarl.europa.eu,http://www.caspary.de,https://twitter.com/caspary,https://www.facebook.com/daniel.caspary.mdep/,,https://www.instagram.com/dcaspary,https://data.europarl.europa.eu/person/28219
197408,Ms,Hildegard,Bentele,,,Germany,Group of the European People's Party (Christian Democrats),EPP,Christlich Demokratische Union Deutschlands,female,Germany,Ludwigsburg,5/22/1976 1:00,,47,https://www.europarl.europa.eu/mepphoto/197408.jpg,hildegard.bentele@europarl.europa.eu,http://www.hildegard-bentele.de/,https://twitter.com/hildebentele,https://www.facebook.com/hildegard.bentele.cdu/,,https://www.instagram.com/hildebentele/,https://data.europarl.europa.eu/person/197408
28223,Mr,Andreas,Schwab,,,Germany,Group of the European People's Party (Christian Democrats),EPP,Christlich Demokratische Union Deutschlands,male,Germany,Rottweil,9/4/1973 1:00,,49,https://www.europarl.europa.eu/mepphoto/28223.jpg,andreas.schwab@europarl.europa.eu; post@andreas-schwab.de,https://www.andreas-schwab.de,https://twitter.com/Andreas_Schwab,https://www.facebook.com/aschwab.mdep/,,https://www.instagram.com/andreasschwab_mdep/?igshid=1qkxgol6ax7b6,https://data.europarl.europa.eu/person/28223
28229,Mr,Manfred,Weber,,,Germany,Group of the European People's Party (Christian Democrats),EPP,Christlich-Soziale Union in Bayern e.V.,male,Germany,Niederhatzkofen,7/14/1972 1:00,,50,https://www.europarl.europa.eu/mepphoto/28229.jpg,manfred.weber@europarl.europa.eu; info@manfredweber.eu,http://www.manfredweber.eu/,https://twitter.com/ManfredWeber,https://www.facebook.com/manfred.weber,,https://www.instagram.com/manfred.weber/,https://data.europarl.europa.eu/person/28229
